claim_id,policy_id,insured_name,line_of_business,loss_date,loss_type,claim_status,reserve_amount,paid_amount,adjuster_notes,litigation_flag,pii_flag,data_sensitivity,source_system,created_timestamp,updated_timestamp,created_by,updated_by
CLM-000281,POL-000082,"Perez, Clark and Smith",Commercial Property,2024-12-22,Fire,Closed,197009.34,89102.5,Initial review completed for Fire. Claim status is currently Closed.,False,False,confidential,adjuster_workbench,2024-12-29T15:49:58.147343,2025-04-17T15:49:58.147343,claims_adjuster_002,claims_adjuster_002
CLM-000282,POL-000279,Bowen Ltd,Commercial Auto,2024-08-23,Theft,Closed,14918.98,5080.69,Initial review completed for Theft. Claim status is currently Closed.,False,False,internal,adjuster_workbench,2024-09-02T15:49:58.147343,2024-12-03T15:49:58.147343,claims_adjuster_001,claims_adjuster_001
CLM-000283,POL-000029,Owens Group,Commercial Property,2024-10-12,Water Damage,Litigation,496350.58,268789.52,Initial review completed for Water Damage. Claim status is currently Litigation.,False,True,internal,claims_core_system,2024-10-17T15:49:58.147343,2024-12-07T15:49:58.147343,claims_adjuster_002,claims_manager_001
CLM-000284,POL-000164,Dominguez-Johnson,General Liability,2025-02-08,Theft,Litigation,412252.6,204629.84,Initial review completed for Theft. Claim status is currently Litigation.,True,False,restricted,adjuster_workbench,2025-02-18T15:49:58.147343,2025-03-31T15:49:58.147343,claims_adjuster_001,claims_adjuster_002
CLM-000285,POL-000156,Little Group,Commercial Property,2025-03-20,Fire,Closed,432579.21,121928.15,Claim file updated after inspection. Current status: Closed.,False,True,confidential,adjuster_workbench,2025-03-28T15:49:58.147343,2025-06-03T15:49:58.147343,claims_adjuster_002,claims_manager_001
CLM-000286,POL-000209,"Ibarra, Harper and Matthews",Workers Compensation,2025-11-26,Theft,Litigation,92034.08,40720.55,Additional documentation requested from insured regarding Theft.,True,False,confidential,claims_core_system,2025-11-26T15:49:58.147343,2026-02-11T15:49:58.147343,claims_adjuster_001,claims_adjuster_001
CLM-000287,POL-000245,"Waller, Gilbert and Campbell",Workers Compensation,2024-03-07,Windstorm,Litigation,258960.96,225028.8,Additional documentation requested from insured regarding Windstorm.,True,False,internal,claims_core_system,2024-03-10T15:49:58.147343,2024-03-19T15:49:58.147343,claims_manager_001,claims_adjuster_002
CLM-000288,POL-000253,Browning-Cannon,Workers Compensation,2024-08-03,Auto Liability,Denied,245963.85,239736.29,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,False,True,restricted,fnol_portal,2024-08-07T15:49:58.147343,2024-11-18T15:49:58.147343,claims_adjuster_002,claims_adjuster_001
CLM-000289,POL-000032,Anderson and Sons,Commercial Property,2025-05-17,Theft,Litigation,491904.46,113224.45,Initial review completed for Theft. Claim status is currently Litigation.,False,False,internal,fnol_portal,2025-05-19T15:49:58.147343,2025-07-24T15:49:58.147343,claims_adjuster_001,claims_manager_001
CLM-000290,POL-000245,Rose Ltd,Workers Compensation,2025-02-11,Water Damage,Litigation,169895.35,96668.82,Pending supervisor review due to complexity of Water Damage claim.,True,False,restricted,claims_core_system,2025-02-20T15:49:58.147343,2025-03-06T15:49:58.147343,claims_manager_001,claims_manager_001
CLM-000291,POL-000009,Salas and Sons,Umbrella,2025-06-28,Theft,Pending Documents,96631.41,71971.06,Pending supervisor review due to complexity of Theft claim.,False,False,confidential,claims_core_system,2025-07-08T15:49:58.147343,2025-08-02T15:49:58.147343,claims_adjuster_001,claims_adjuster_002
CLM-000292,POL-000056,Perez Group,Workers Compensation,2024-01-11,Hail,Litigation,35509.46,3917.28,Pending supervisor review due to complexity of Hail claim.,True,True,restricted,fnol_portal,2024-01-21T15:49:58.147343,2024-04-25T15:49:58.147343,claims_manager_001,claims_adjuster_001
CLM-000293,POL-000127,Banks Ltd,Umbrella,2025-04-07,Theft,Open,393079.72,248184.32,Coverage review in progress. Adjuster evaluating damages related to Theft.,False,True,confidential,adjuster_workbench,2025-04-11T15:49:58.147343,2025-05-08T15:49:58.147343,claims_manager_001,claims_adjuster_001
CLM-000294,POL-000278,Jefferson-Charles,General Liability,2024-10-07,Water Damage,Litigation,53672.85,3518.31,Pending supervisor review due to complexity of Water Damage claim.,True,True,confidential,adjuster_workbench,2024-10-12T15:49:58.147343,2025-01-24T15:49:58.147343,claims_adjuster_001,claims_adjuster_002
CLM-000295,POL-000238,Buchanan Inc,Workers Compensation,2024-02-08,Auto Liability,Pending Documents,210903.01,28054.33,Claim file updated after inspection. Current status: Pending Documents.,False,False,restricted,adjuster_workbench,2024-02-16T15:49:58.147343,2024-04-15T15:49:58.147343,claims_adjuster_001,claims_adjuster_001
CLM-000296,POL-000128,"Williams, Delacruz and Bradshaw",General Liability,2025-06-12,Fire,Denied,345307.39,290975.39,Pending supervisor review due to complexity of Fire claim.,False,True,restricted,fnol_portal,2025-06-17T15:49:58.147343,2025-08-06T15:49:58.147343,claims_manager_001,claims_adjuster_001
CLM-000297,POL-000104,Gregory-Peterson,Commercial Property,2025-04-29,Water Damage,Open,130304.44,97317.19,Initial review completed for Water Damage. Claim status is currently Open.,False,False,internal,adjuster_workbench,2025-04-29T15:49:58.147343,2025-07-10T15:49:58.147343,claims_manager_001,claims_adjuster_002
CLM-000298,POL-000151,Mejia-Bell,Umbrella,2025-03-31,Windstorm,Pending Documents,404061.98,113449.15,Coverage review in progress. Adjuster evaluating damages related to Windstorm.,False,False,confidential,fnol_portal,2025-04-10T15:49:58.147343,2025-04-15T15:49:58.147343,claims_manager_001,claims_manager_001
CLM-000299,POL-000050,Jones Ltd,Umbrella,2025-06-13,Theft,Litigation,21162.62,6938.86,Additional documentation requested from insured regarding Theft.,False,True,internal,claims_core_system,2025-06-23T15:49:58.147343,2025-09-08T15:49:58.147343,claims_adjuster_001,claims_adjuster_001
CLM-000300,POL-000125,Green-Garrett,Commercial Auto,2025-11-06,Fire,Litigation,27608.4,19357.55,Coverage review in progress. Adjuster evaluating damages related to Fire.,True,False,internal,fnol_portal,2025-11-16T15:49:58.147343,2025-12-03T15:49:58.147343,claims_adjuster_001,claims_manager_001
CLM-000301,POL-000287,Costa-Frederick,General Liability,2026-03-26,Fire,Open,99425.3,65248.86,Additional documentation requested from insured regarding Fire.,False,False,internal,claims_core_system,2026-03-30T15:49:58.147343,2026-06-04T15:49:58.147343,claims_manager_001,claims_adjuster_001
CLM-000302,POL-000208,"Phillips, Wheeler and Yang",Umbrella,2025-03-26,Windstorm,Litigation,121714.58,50585.46,Claim file updated after inspection. Current status: Litigation.,False,True,confidential,fnol_portal,2025-04-04T15:49:58.147343,2025-07-27T15:49:58.147343,claims_manager_001,claims_manager_001
CLM-000303,POL-000293,Shaw-Miranda,Workers Compensation,2024-02-01,Workers Compensation,Litigation,55540.06,52116.11,Additional documentation requested from insured regarding Workers Compensation.,True,False,restricted,claims_core_system,2024-02-06T15:49:58.147343,2024-04-02T15:49:58.147343,claims_adjuster_002,claims_adjuster_002
CLM-000304,POL-000032,"Mccall, West and Reyes",Commercial Auto,2025-05-17,Fire,Open,93694.3,67092.71,Initial review completed for Fire. Claim status is currently Open.,False,True,confidential,adjuster_workbench,2025-05-20T15:49:58.147343,2025-07-20T15:49:58.147343,claims_adjuster_001,claims_manager_001
CLM-000305,POL-000242,"Garza, Gonzalez and Sherman",General Liability,2024-03-05,Workers Compensation,Litigation,237808.32,15449.66,Coverage review in progress. Adjuster evaluating damages related to Workers Compensation.,True,False,confidential,fnol_portal,2024-03-14T15:49:58.147343,2024-05-20T15:49:58.147343,claims_adjuster_002,claims_manager_001
CLM-000306,POL-000034,Medina-Murphy,Workers Compensation,2024-04-25,Fire,Pending Documents,256136.84,173676.52,Claim file updated after inspection. Current status: Pending Documents.,False,False,confidential,adjuster_workbench,2024-05-02T15:49:58.147343,2024-07-16T15:49:58.147343,claims_adjuster_002,claims_adjuster_001
CLM-000307,POL-000076,Johnson-Marks,General Liability,2025-06-01,General Liability,In Review,41719.05,10163.26,Coverage review in progress. Adjuster evaluating damages related to General Liability.,False,False,confidential,adjuster_workbench,2025-06-05T15:49:58.147343,2025-09-11T15:49:58.147343,claims_adjuster_001,claims_manager_001
CLM-000308,POL-000259,Novak-Martin,Umbrella,2024-09-11,Water Damage,In Review,453052.63,210784.44,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,False,False,confidential,fnol_portal,2024-09-12T15:49:58.147343,2024-09-26T15:49:58.147343,claims_adjuster_001,claims_adjuster_001
CLM-000309,POL-000057,Baker-Newman,Commercial Property,2025-08-31,Hail,Litigation,423356.09,128036.7,Additional documentation requested from insured regarding Hail.,True,False,internal,fnol_portal,2025-09-02T15:49:58.147343,2025-11-30T15:49:58.147343,claims_adjuster_002,claims_adjuster_001
CLM-000310,POL-000233,Farrell-Clayton,General Liability,2024-01-06,Hail,Litigation,196663.22,176838.85,Coverage review in progress. Adjuster evaluating damages related to Hail.,True,False,internal,claims_core_system,2024-01-10T15:49:58.147343,2024-02-18T15:49:58.147343,claims_adjuster_002,claims_adjuster_001
CLM-000311,POL-000190,Richards-Duncan,Workers Compensation,2024-06-21,General Liability,Open,64029.93,35673.48,Initial review completed for General Liability. Claim status is currently Open.,False,True,confidential,adjuster_workbench,2024-06-27T15:49:58.147343,2024-08-18T15:49:58.147343,claims_manager_001,claims_manager_001
CLM-000312,POL-000009,"Koch, Foster and Hernandez",Commercial Property,2025-03-13,Theft,Open,203415.08,136271.17,Pending supervisor review due to complexity of Theft claim.,False,False,restricted,fnol_portal,2025-03-17T15:49:58.147343,2025-06-08T15:49:58.147343,claims_manager_001,claims_manager_001
CLM-000313,POL-000116,"Nielsen, Carey and Williams",General Liability,2024-04-07,Windstorm,Pending Documents,409688.78,373758.79,Additional documentation requested from insured regarding Windstorm.,False,True,restricted,adjuster_workbench,2024-04-16T15:49:58.147343,2024-06-25T15:49:58.147343,claims_manager_001,claims_adjuster_002
CLM-000314,POL-000218,Scott LLC,General Liability,2025-10-24,Theft,Litigation,327178.41,267412.67,Coverage review in progress. Adjuster evaluating damages related to Theft.,True,True,restricted,claims_core_system,2025-10-24T15:49:58.147343,2025-12-29T15:49:58.147343,claims_adjuster_002,claims_adjuster_002
CLM-000315,POL-000129,Graves LLC,General Liability,2024-10-19,Water Damage,Litigation,302883.04,255867.65,Pending supervisor review due to complexity of Water Damage claim.,True,False,restricted,adjuster_workbench,2024-10-22T15:49:58.147343,2025-01-08T15:49:58.147343,claims_adjuster_001,claims_manager_001
CLM-000316,POL-000031,"Williams, Richards and Olson",Commercial Auto,2025-06-30,Theft,Closed,357260.38,259939.94,Coverage review in progress. Adjuster evaluating damages related to Theft.,False,False,restricted,adjuster_workbench,2025-07-05T15:49:58.147343,2025-07-24T15:49:58.147343,claims_adjuster_001,claims_adjuster_001
CLM-000317,POL-000074,"Lawrence, Bell and Garcia",Umbrella,2025-01-29,Auto Liability,Denied,174825.54,172586.53,Additional documentation requested from insured regarding Auto Liability.,False,True,confidential,adjuster_workbench,2025-02-02T15:49:58.153927,2025-05-12T15:49:58.153927,claims_adjuster_002,claims_manager_001
CLM-000318,POL-000213,Jennings Inc,Commercial Property,2025-03-14,Auto Liability,Pending Documents,455242.49,33811.93,Claim file updated after inspection. Current status: Pending Documents.,False,True,confidential,claims_core_system,2025-03-19T15:49:58.154284,2025-06-27T15:49:58.154284,claims_manager_001,claims_adjuster_002
CLM-000319,POL-000085,"Wright, Miller and Lee",Workers Compensation,2026-01-29,Water Damage,Litigation,200617.52,34500.97,Pending supervisor review due to complexity of Water Damage claim.,False,False,confidential,adjuster_workbench,2026-02-01T15:49:58.154284,2026-04-18T15:49:58.154284,claims_adjuster_001,claims_manager_001
CLM-000320,POL-000184,Lang Ltd,General Liability,2025-06-13,Water Damage,Litigation,110901.43,89219.05,Claim file updated after inspection. Current status: Litigation.,True,False,restricted,adjuster_workbench,2025-06-16T15:49:58.154284,2025-07-02T15:49:58.154284,claims_adjuster_001,claims_adjuster_002
CLM-000321,POL-000165,Sanders-Blackburn,Workers Compensation,2024-06-15,Windstorm,Open,345702.43,239867.68,Pending supervisor review due to complexity of Windstorm claim.,False,False,confidential,claims_core_system,2024-06-19T15:49:58.154284,2024-08-01T15:49:58.154284,claims_manager_001,claims_adjuster_002
CLM-000322,POL-000138,Nguyen-Pratt,Commercial Property,2024-01-28,Water Damage,In Review,270162.24,39944.25,Pending supervisor review due to complexity of Water Damage claim.,False,False,confidential,claims_core_system,2024-02-04T15:49:58.154284,2024-02-13T15:49:58.154284,claims_manager_001,claims_adjuster_002
CLM-000323,POL-000001,Sharp-Cruz,Umbrella,2024-01-23,Water Damage,Litigation,390066.99,243374.65,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,True,False,internal,fnol_portal,2024-01-26T15:49:58.154284,2024-03-17T15:49:58.154284,claims_adjuster_002,claims_adjuster_001
CLM-000324,POL-000160,Madden Ltd,General Liability,2024-03-07,Auto Liability,Litigation,457845.13,345623.21,Initial review completed for Auto Liability. Claim status is currently Litigation.,True,False,internal,adjuster_workbench,2024-03-13T15:49:58.154284,2024-03-13T15:49:58.154284,claims_adjuster_001,claims_manager_001
CLM-000325,POL-000134,Wright Ltd,General Liability,2024-03-09,Workers Compensation,Closed,430190.14,235420.21,Claim file updated after inspection. Current status: Closed.,False,True,confidential,claims_core_system,2024-03-14T15:49:58.155283,2024-06-15T15:49:58.155283,claims_manager_001,claims_adjuster_002
CLM-000326,POL-000033,Jackson-Brown,Umbrella,2025-02-27,Fire,Litigation,327667.11,279046.59,Pending supervisor review due to complexity of Fire claim.,True,False,confidential,adjuster_workbench,2025-03-04T15:49:58.155283,2025-05-27T15:49:58.155283,claims_manager_001,claims_adjuster_002
CLM-000327,POL-000184,Herrera PLC,Umbrella,2026-05-05,Theft,In Review,460206.28,22602.94,Claim file updated after inspection. Current status: In Review.,False,False,confidential,claims_core_system,2026-05-07T15:49:58.155283,2026-06-01T15:49:58.155283,claims_manager_001,claims_adjuster_002
CLM-000328,POL-000255,Potter-White,Commercial Property,2023-11-27,Water Damage,In Review,39078.39,16715.51,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,False,False,restricted,fnol_portal,2023-12-07T15:49:58.155283,2023-12-29T15:49:58.155283,claims_adjuster_002,claims_adjuster_001
CLM-000329,POL-000011,Adkins-Robertson,Umbrella,2024-09-21,Fire,Litigation,24021.31,7818.29,Initial review completed for Fire. Claim status is currently Litigation.,False,False,internal,fnol_portal,2024-09-27T15:49:58.155283,2025-01-12T15:49:58.155283,claims_manager_001,claims_adjuster_002
CLM-000330,POL-000286,"David, Duncan and Ross",Commercial Property,2023-11-26,Fire,Closed,383370.78,63304.2,Coverage review in progress. Adjuster evaluating damages related to Fire.,False,False,internal,adjuster_workbench,2023-12-02T15:49:58.155283,2024-02-17T15:49:58.155283,claims_manager_001,claims_adjuster_002
CLM-000331,POL-000062,"James, Hunter and Ayala",Commercial Property,2025-11-24,Fire,Closed,118758.91,86258.39,Pending supervisor review due to complexity of Fire claim.,False,False,restricted,fnol_portal,2025-11-25T15:49:58.156283,2026-02-18T15:49:58.156283,claims_adjuster_002,claims_adjuster_002
CLM-000332,POL-000032,"Randolph, Love and Acevedo",Commercial Property,2026-03-31,Property Damage,Pending Documents,84598.79,63149.48,Additional documentation requested from insured regarding Property Damage.,False,False,restricted,claims_core_system,2026-04-02T15:49:58.156283,2026-07-24T15:49:58.156283,claims_adjuster_001,claims_manager_001
CLM-000333,POL-000015,"Jones, Neal and Jones",Commercial Property,2025-02-17,Windstorm,Open,166139.43,28145.2,Additional documentation requested from insured regarding Windstorm.,False,True,restricted,fnol_portal,2025-02-25T15:49:58.156283,2025-06-09T15:49:58.156283,claims_adjuster_001,claims_adjuster_002
CLM-000334,POL-000262,Lewis Inc,Commercial Auto,2024-08-22,Fire,Open,350694.27,320395.85,Pending supervisor review due to complexity of Fire claim.,False,False,restricted,adjuster_workbench,2024-08-25T15:49:58.156283,2024-09-13T15:49:58.156283,claims_adjuster_002,claims_adjuster_002
CLM-000335,POL-000183,Tanner PLC,General Liability,2026-03-22,Water Damage,Closed,488980.04,66686.12,Pending supervisor review due to complexity of Water Damage claim.,False,False,restricted,claims_core_system,2026-03-27T15:49:58.156283,2026-06-20T15:49:58.156283,claims_manager_001,claims_manager_001
CLM-000336,POL-000130,Cummings-Farley,Umbrella,2025-12-13,Hail,Litigation,180580.85,179447.11,Coverage review in progress. Adjuster evaluating damages related to Hail.,False,False,confidential,claims_core_system,2025-12-14T15:49:58.156283,2026-03-11T15:49:58.156283,claims_manager_001,claims_adjuster_002
CLM-000337,POL-000036,"Mclaughlin, Perry and Burns",Commercial Property,2026-03-05,Workers Compensation,Litigation,92419.47,91909.95,Pending supervisor review due to complexity of Workers Compensation claim.,True,True,confidential,claims_core_system,2026-03-09T15:49:58.156283,2026-04-03T15:49:58.156283,claims_adjuster_002,claims_manager_001
CLM-000338,POL-000078,Brown Ltd,Workers Compensation,2024-08-03,Auto Liability,Open,481619.01,345526.48,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,False,True,internal,claims_core_system,2024-08-06T15:49:58.156283,2024-10-19T15:49:58.156283,claims_adjuster_001,claims_adjuster_001
CLM-000339,POL-000178,Martin-Cunningham,Umbrella,2024-10-11,Hail,Closed,362468.35,355817.67,Pending supervisor review due to complexity of Hail claim.,False,False,restricted,claims_core_system,2024-10-13T15:49:58.156283,2024-10-14T15:49:58.156283,claims_manager_001,claims_manager_001
CLM-000340,POL-000063,Drake-Mathis,Umbrella,2025-06-13,General Liability,Denied,421445.62,34995.87,Coverage review in progress. Adjuster evaluating damages related to General Liability.,False,True,restricted,claims_core_system,2025-06-18T15:49:58.156283,2025-08-14T15:49:58.156283,claims_manager_001,claims_adjuster_001
CLM-000341,POL-000211,Douglas PLC,Commercial Auto,2025-05-30,Hail,Litigation,138593.81,36391.61,Initial review completed for Hail. Claim status is currently Litigation.,True,False,internal,adjuster_workbench,2025-06-01T15:49:58.156283,2025-06-18T15:49:58.156283,claims_adjuster_001,claims_adjuster_002
CLM-000342,POL-000258,"Ritter, Flowers and Reynolds",Commercial Auto,2025-03-12,Auto Liability,Litigation,271039.46,169393.22,Initial review completed for Auto Liability. Claim status is currently Litigation.,False,False,restricted,claims_core_system,2025-03-20T15:49:58.156283,2025-04-18T15:49:58.156283,claims_adjuster_001,claims_adjuster_002
CLM-000343,POL-000177,Nichols Group,Commercial Property,2026-02-01,Theft,Litigation,252707.71,126888.72,Additional documentation requested from insured regarding Theft.,False,False,restricted,claims_core_system,2026-02-02T15:49:58.156283,2026-04-08T15:49:58.156283,claims_adjuster_001,claims_manager_001
CLM-000344,POL-000260,Collier-Haynes,Umbrella,2025-03-16,Fire,Closed,372936.63,109925.22,Initial review completed for Fire. Claim status is currently Closed.,False,False,confidential,fnol_portal,2025-03-22T15:49:58.156283,2025-05-05T15:49:58.156283,claims_manager_001,claims_adjuster_002
CLM-000345,POL-000170,Miller-Weiss,Commercial Auto,2025-07-09,Windstorm,Denied,111101.33,97442.38,Claim file updated after inspection. Current status: Denied.,False,True,restricted,adjuster_workbench,2025-07-10T15:49:58.156283,2025-09-26T15:49:58.156283,claims_manager_001,claims_manager_001
CLM-000346,POL-000083,"Charles, Benson and Baxter",Umbrella,2025-11-04,Hail,Litigation,228905.97,69469.46,Additional documentation requested from insured regarding Hail.,True,True,restricted,claims_core_system,2025-11-14T15:49:58.156283,2026-03-04T15:49:58.156283,claims_adjuster_002,claims_manager_001
CLM-000347,POL-000271,Williamson Ltd,Workers Compensation,2025-01-09,Property Damage,Denied,198919.7,131969.53,Claim file updated after inspection. Current status: Denied.,False,False,confidential,adjuster_workbench,2025-01-12T15:49:58.156283,2025-01-16T15:49:58.156283,claims_manager_001,claims_manager_001
CLM-000348,POL-000290,Parks Group,Umbrella,2025-12-17,Property Damage,Open,376186.72,129873.35,Pending supervisor review due to complexity of Property Damage claim.,False,True,internal,fnol_portal,2025-12-19T15:49:58.156283,2025-12-20T15:49:58.156283,claims_manager_001,claims_manager_001
CLM-000349,POL-000209,"Tapia, Mcguire and Moore",Commercial Auto,2024-05-12,Fire,Litigation,435089.99,228984.48,Claim file updated after inspection. Current status: Litigation.,False,True,internal,claims_core_system,2024-05-20T15:49:58.156283,2024-08-26T15:49:58.156283,claims_manager_001,claims_adjuster_001
CLM-000350,POL-000044,Olson-Wood,General Liability,2026-04-12,Theft,Denied,366411.77,317705.56,Initial review completed for Theft. Claim status is currently Denied.,False,True,restricted,adjuster_workbench,2026-04-21T15:49:58.156283,2026-07-05T15:49:58.156283,claims_manager_001,claims_manager_001
CLM-000351,POL-000032,Lopez Inc,Umbrella,2024-12-27,Water Damage,Litigation,198746.84,195032.68,Claim file updated after inspection. Current status: Litigation.,True,False,internal,fnol_portal,2024-12-29T15:49:58.156283,2025-02-20T15:49:58.156283,claims_adjuster_002,claims_adjuster_002
CLM-000352,POL-000033,Dominguez-Bennett,Commercial Auto,2024-09-03,Hail,Open,144976.63,31170.76,Pending supervisor review due to complexity of Hail claim.,False,True,confidential,adjuster_workbench,2024-09-12T15:49:58.156283,2024-11-01T15:49:58.156283,claims_adjuster_001,claims_manager_001
CLM-000353,POL-000051,"Moss, Wilson and Powers",General Liability,2024-05-02,Windstorm,Denied,498737.19,196855.35,Additional documentation requested from insured regarding Windstorm.,False,False,internal,adjuster_workbench,2024-05-06T15:49:58.156283,2024-08-25T15:49:58.156283,claims_adjuster_002,claims_adjuster_002
CLM-000354,POL-000031,Vasquez PLC,Umbrella,2025-07-19,Property Damage,Litigation,394790.2,152317.79,Claim file updated after inspection. Current status: Litigation.,True,True,restricted,claims_core_system,2025-07-29T15:49:58.156283,2025-11-15T15:49:58.156283,claims_manager_001,claims_manager_001
CLM-000355,POL-000125,"Scott, Perez and Benjamin",General Liability,2024-01-10,Theft,Litigation,150039.86,107661.62,Pending supervisor review due to complexity of Theft claim.,True,False,restricted,adjuster_workbench,2024-01-18T15:49:58.156283,2024-04-02T15:49:58.156283,claims_adjuster_002,claims_manager_001
CLM-000356,POL-000163,Sparks-Salinas,Commercial Property,2025-04-10,Windstorm,Denied,387017.45,221650.39,Initial review completed for Windstorm. Claim status is currently Denied.,False,True,confidential,fnol_portal,2025-04-16T15:49:58.156283,2025-07-05T15:49:58.156283,claims_adjuster_001,claims_adjuster_001
CLM-000357,POL-000098,"Rodriguez, Jones and Vazquez",Commercial Auto,2026-03-01,Water Damage,Litigation,180895.4,9027.16,Additional documentation requested from insured regarding Water Damage.,False,False,internal,fnol_portal,2026-03-06T15:49:58.156283,2026-04-26T15:49:58.156283,claims_manager_001,claims_adjuster_002
CLM-000358,POL-000073,Boyd-Larson,General Liability,2024-12-16,Theft,Litigation,120516.74,12398.4,Pending supervisor review due to complexity of Theft claim.,True,True,restricted,adjuster_workbench,2024-12-18T15:49:58.156283,2025-01-28T15:49:58.156283,claims_manager_001,claims_adjuster_002
CLM-000359,POL-000267,Chen Ltd,Umbrella,2024-01-10,Windstorm,Pending Documents,220392.2,50841.68,Initial review completed for Windstorm. Claim status is currently Pending Documents.,False,False,confidential,fnol_portal,2024-01-14T15:49:58.156283,2024-02-29T15:49:58.156283,claims_manager_001,claims_adjuster_002
CLM-000360,POL-000200,"Mcclure, Davis and Oliver",General Liability,2026-02-18,Water Damage,Closed,328711.84,199231.43,Initial review completed for Water Damage. Claim status is currently Closed.,False,True,confidential,adjuster_workbench,2026-02-18T15:49:58.156283,2026-05-02T15:49:58.156283,claims_adjuster_001,claims_adjuster_001
CLM-000361,POL-000024,Lowe Group,General Liability,2024-05-18,Fire,Pending Documents,65245.82,992.25,Additional documentation requested from insured regarding Fire.,False,False,internal,claims_core_system,2024-05-22T15:49:58.156283,2024-09-03T15:49:58.156283,claims_adjuster_002,claims_adjuster_002
CLM-000362,POL-000068,"Wolfe, Kelly and Cline",Commercial Property,2025-01-04,Hail,Closed,389771.33,84830.28,Initial review completed for Hail. Claim status is currently Closed.,False,False,confidential,claims_core_system,2025-01-14T15:49:58.156283,2025-01-26T15:49:58.156283,claims_adjuster_001,claims_adjuster_002
CLM-000363,POL-000057,Ryan-Wise,Commercial Property,2026-03-07,General Liability,Open,128322.26,37650.56,Initial review completed for General Liability. Claim status is currently Open.,False,True,internal,adjuster_workbench,2026-03-15T15:49:58.156283,2026-03-24T15:49:58.156283,claims_adjuster_002,claims_adjuster_002
CLM-000364,POL-000230,"Peterson, Brown and Wade",Umbrella,2024-04-13,Theft,Open,241515.66,209438.29,Pending supervisor review due to complexity of Theft claim.,False,True,confidential,fnol_portal,2024-04-19T15:49:58.156283,2024-08-13T15:49:58.156283,claims_adjuster_001,claims_adjuster_001
CLM-000365,POL-000133,Evans-Lloyd,Umbrella,2025-03-24,Theft,Litigation,252747.81,127167.8,Pending supervisor review due to complexity of Theft claim.,True,False,internal,claims_core_system,2025-03-30T15:49:58.156283,2025-06-18T15:49:58.156283,claims_manager_001,claims_manager_001
CLM-000366,POL-000146,Rice-Gross,Commercial Auto,2024-06-29,Workers Compensation,Closed,295183.46,148705.38,Coverage review in progress. Adjuster evaluating damages related to Workers Compensation.,False,True,confidential,fnol_portal,2024-07-04T15:49:58.156283,2024-08-13T15:49:58.156283,claims_manager_001,claims_adjuster_001
CLM-000367,POL-000180,Hoffman and Sons,Commercial Property,2024-12-25,Water Damage,Litigation,374354.67,202055.68,Claim file updated after inspection. Current status: Litigation.,True,True,confidential,fnol_portal,2024-12-30T15:49:58.156283,2025-04-29T15:49:58.156283,claims_manager_001,claims_manager_001
CLM-000368,POL-000074,"King, Franklin and Williams",General Liability,2024-11-09,Property Damage,Litigation,129252.33,101329.06,Claim file updated after inspection. Current status: Litigation.,True,False,restricted,fnol_portal,2024-11-14T15:49:58.156283,2025-02-18T15:49:58.156283,claims_manager_001,claims_adjuster_001
CLM-000369,POL-000116,"May, Booth and Patel",Workers Compensation,2024-11-15,Hail,Litigation,366566.0,173189.91,Coverage review in progress. Adjuster evaluating damages related to Hail.,True,False,restricted,claims_core_system,2024-11-22T15:49:58.156283,2025-02-01T15:49:58.156283,claims_adjuster_002,claims_adjuster_002
CLM-000370,POL-000221,Garcia and Sons,Umbrella,2025-06-11,Property Damage,Open,348872.94,37059.93,Coverage review in progress. Adjuster evaluating damages related to Property Damage.,False,False,confidential,fnol_portal,2025-06-14T15:49:58.162149,2025-08-18T15:49:58.162149,claims_adjuster_002,claims_adjuster_001
CLM-000371,POL-000221,Perkins-Mendez,General Liability,2025-04-25,Water Damage,Closed,95119.35,61869.89,Claim file updated after inspection. Current status: Closed.,False,False,internal,fnol_portal,2025-05-01T15:49:58.162149,2025-06-01T15:49:58.162149,claims_adjuster_002,claims_manager_001
CLM-000372,POL-000275,Patterson-Perez,Commercial Auto,2026-04-13,Windstorm,Closed,34268.48,11953.69,Additional documentation requested from insured regarding Windstorm.,False,False,internal,claims_core_system,2026-04-19T15:49:58.162149,2026-07-30T15:49:58.162149,claims_adjuster_001,claims_adjuster_002
CLM-000373,POL-000105,Bradshaw-Moore,Umbrella,2025-02-25,Windstorm,Litigation,121566.47,103041.08,Additional documentation requested from insured regarding Windstorm.,True,True,internal,adjuster_workbench,2025-03-06T15:49:58.162149,2025-06-08T15:49:58.162149,claims_manager_001,claims_manager_001
CLM-000374,POL-000133,Bryan-Watson,Workers Compensation,2023-11-30,Hail,Denied,251577.65,22373.87,Claim file updated after inspection. Current status: Denied.,False,False,restricted,claims_core_system,2023-12-01T15:49:58.162149,2024-01-16T15:49:58.162149,claims_adjuster_001,claims_adjuster_001
CLM-000375,POL-000268,Dawson-Kelley,Commercial Auto,2024-04-21,Workers Compensation,Litigation,366034.56,349107.41,Claim file updated after inspection. Current status: Litigation.,True,True,confidential,adjuster_workbench,2024-04-23T15:49:58.162149,2024-08-14T15:49:58.162149,claims_manager_001,claims_adjuster_001
